/VOUT X,/VOUT Y
-40,1.20154724595015
-30.58823529411764,1.200871231065116
-21.17647058823529,1.200424541574695
-11.76470588235294,1.200170625246923
-2.352941176470583,1.200094767141433
7.05882352941177,1.200181817451682
16.47058823529412,1.200415232461709
25.88235294117648,1.200775556804843
35.29411764705883,1.201238179231445
44.70588235294119,1.201770295404881
54.11764705882354,1.202327281711325
63.5294117647059,1.202849357801666
72.94117647058825,1.203260579585366
82.35294117647059,1.203473364153846
91.76470588235294,1.203401293723456
101.1764705882353,1.202978989489284
110.5882352941176,1.202181584728017
120,1.201033830139906
